"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus"
"10.1371/journal.pone.0002506",06/25/08,2008,"PLoS ONE","RA","Repression of RNA Polymerase II Transcription by a Drosophila Oligopeptide",0,0,1
"10.1371/journal.pone.0002507",06/25/08,2008,"PLoS ONE","RA","Proteomic Modeling for HIV-1 Infected Microglia-Astrocyte Crosstalk",2,0,2
"10.1371/journal.pone.0002508",06/25/08,2008,"PLoS ONE","RA","Generation of Small 32P-Labeled Peptides as a Potential Approach to Colorectal Cancer Therapy",0,0,0
"10.1371/journal.pone.0002509",06/25/08,2008,"PLoS ONE","RA","Immunological Responses Elicited by Different Infection Regimes with Strongyloides ratti",1,1,0
"10.1371/journal.pone.0002510",06/25/08,2008,"PLoS ONE","RA","Density of Common Complex Ocular Traits in the Aging Eye: Analysis of Secondary Traits in Genome-Wide Association Studies",0,0,0
"10.1371/journal.pone.0002511",06/25/08,2008,"PLoS ONE","RA","Tbx6 Regulates Left/Right Patterning in Mouse Embryos through Effects on Nodal Cilia and Perinodal Signaling",1,1,4
"10.1371/journal.pone.0002512",07/02/08,2008,"PLoS ONE","RA","Relationship between Quality and Editorial Leadership of Biomedical Research Journals: A Comparative Study of Italian and UK Journals",1,0,0
"10.1371/journal.pone.0002513",07/02/08,2008,"PLoS ONE","RA","Genotyping of Bacillus cereus Strains by Microarray-Based Resequencing",0,1,0
"10.1371/journal.pone.0002514",06/25/08,2008,"PLoS ONE","RA","Engineering of a Genetically Encodable Fluorescent Voltage Sensor Exploiting Fast Ci-VSP Voltage-Sensing Movements",2,2,5
"10.1371/journal.pone.0002515",06/25/08,2008,"PLoS ONE","RA","Gating at the Mouth of the Acetylcholine Receptor Channel: Energetic Consequences of Mutations in the ?M2-Cap",3,1,3
"10.1371/journal.pone.0002516",06/25/08,2008,"PLoS ONE","RA","Microbial Translocation Is Associated with Increased Monocyte Activation and Dementia in AIDS Patients",8,4,9
"10.1371/journal.pone.0002517",06/25/08,2008,"PLoS ONE","RA","Heterosubtypic Protection against Pathogenic Human and Avian Influenza Viruses via In Vivo Electroporation of Synthetic Consensus DNA Antigens",6,1,9
"10.1371/journal.pone.0002518",06/18/08,2008,"PLoS ONE","RA","Suppression of Tumor Growth and Angiogenesis by a Specific Antagonist of the Cell-Surface Expressed Nucleolin",2,1,6
"10.1371/journal.pone.0002519",06/25/08,2008,"PLoS ONE","RA","Mapping Health Literacy Research in the European Union: A Bibliometric Analysis",0,1,3
"10.1371/journal.pone.0002520",06/25/08,2008,"PLoS ONE","RA","The Target Selective Neural Response ? Similarity, Ambiguity, and Learning Effects",2,0,2
"10.1371/journal.pone.0002521",06/25/08,2008,"PLoS ONE","RA","A Dual Origin of the Xist Gene from a Protein-Coding Gene and a Set of Transposable Elements",1,1,1
"10.1371/journal.pone.0002522",06/25/08,2008,"PLoS ONE","RA","Statin Induced Myopathy and Myalgia: Time Trend Analysis and Comparison of Risk Associated with Statin Class from 1991?2006",1,0,5
"10.1371/journal.pone.0002523",06/25/08,2008,"PLoS ONE","RA","The Prehistory of Potyviruses: Their Initial Radiation Was during the Dawn of Agriculture",4,1,7
"10.1371/journal.pone.0002524",07/02/08,2008,"PLoS ONE","RA","Contextual Specificity in Peptide-Mediated Protein Interactions",5,3,3
"10.1371/journal.pone.0002525",06/25/08,2008,"PLoS ONE","RA","Cortical Layer 1 and Layer 2/3 Astrocytes Exhibit Distinct Calcium Dynamics In Vivo",3,0,4
"10.1371/journal.pone.0002526",06/25/08,2008,"PLoS ONE","RA","Nitric Oxide Mediates Stretch-Induced Ca2+ Release via Activation of Phosphatidylinositol 3-Kinase-Akt Pathway in Smooth Muscle",1,0,2
"10.1371/journal.pone.0002527",06/25/08,2008,"PLoS ONE","RA","Simultaneous Assessment of Soil Microbial Community Structure and Function through Analysis of the Meta-Transcriptome",6,2,10
"10.1371/journal.pone.0002528",06/25/08,2008,"PLoS ONE","RA","Silencing of Keratinocyte Growth Factor Receptor Restores 5-Fluorouracil and Tamoxifen Efficacy on Responsive Cancer Cells",0,0,1
"10.1371/journal.pone.0002529",06/25/08,2008,"PLoS ONE","RA","Left Hemisphere Specialization for Oro-Facial Movements of Learned Vocal Signals by Captive Chimpanzees",1,0,1
"10.1371/journal.pone.0002530",06/25/08,2008,"PLoS ONE","RA","An Open Label, Randomised Trial of Artesunate+Amodiaquine, Artesunate+Chlorproguanil-Dapsone and Artemether-Lumefantrine for the Treatment of Uncomplicated Malaria",0,1,2
"10.1371/journal.pone.0002531",06/25/08,2008,"PLoS ONE","RA","A Cytosine Methyltransferase Homologue Is Essential for Sexual Development in Aspergillus nidulans",2,1,1
"10.1371/journal.pone.0002532",07/02/08,2008,"PLoS ONE","RA","Marking Embryonic Stem Cells with a 2A Self-Cleaving Peptide: A NKX2-5 Emerald GFP BAC Reporter",2,0,0
"10.1371/journal.pone.0002533",06/25/08,2008,"PLoS ONE","RA","The M235T Polymorphism in the AGT Gene and CHD Risk: Evidence of a Hardy-Weinberg Equilibrium Violation and Publication Bias in a Meta-Analysis",1,0,1
"10.1371/journal.pone.0002534",07/02/08,2008,"PLoS ONE","RA","A Fluctuation-Driven Mechanism for Slow Decision Processes in Reverberant Networks",0,1,1
"10.1371/journal.pone.0002535",07/02/08,2008,"PLoS ONE","RA","An Evaluation of Commercial Fluorescent Bead-Based Luminex Cytokine Assays",1,1,4
"10.1371/journal.pone.0002536",07/02/08,2008,"PLoS ONE","RA","Phytotoxic Effects of (?)-Catechin In vitro, in Soil, and in the Field",4,1,3
"10.1371/journal.pone.0002537",07/02/08,2008,"PLoS ONE","RA","On the Prevalence of M. avium Subspecies paratuberculosis DNA in the Blood of Healthy Individuals and Patients with Inflammatory Bowel Disease",1,3,2
"10.1371/journal.pone.0002538",07/02/08,2008,"PLoS ONE","RA","Modified Cav1.4 Expression in the Cacna1fnob2 Mouse Due to Alternative Splicing of an ETn Inserted in Exon 2",0,0,0
"10.1371/journal.pone.0002539",07/02/08,2008,"PLoS ONE","RA","Autoimmune Pancreatocholangitis, Non-Autoimmune Pancreatitis and Primary Sclerosing Cholangitis: A Comparative Morphological and Immunological Analysis",0,0,1
"10.1371/journal.pone.0002540",07/02/08,2008,"PLoS ONE","RA","Pathogenesis of Age-Related Osteoporosis: Impaired Mechano-Responsiveness of Bone Is Not the Culprit",1,0,0
"10.1371/journal.pone.0002541",07/02/08,2008,"PLoS ONE","RA","Visualizing Global Properties of Large Complex Networks",0,0,0
"10.1371/journal.pone.0002542",07/02/08,2008,"PLoS ONE","RA","The Proto-Oncogene LRF Is under Post-Transcriptional Control of MiR-20a: Implications for Senescence",0,1,1
"10.1371/journal.pone.0002543",07/02/08,2008,"PLoS ONE","RA","The CXCL12? Chemokine Displays Unprecedented Structural and Functional Properties that Make It a Paradigm of Chemoattractant Proteins",1,0,0
"10.1371/journal.pone.0002544",07/02/08,2008,"PLoS ONE","RA","Attitudes Toward Consumption and Conservation of Tigers in China",0,0,0
"10.1371/journal.pone.0002545",06/25/08,2008,"PLoS ONE","RA","Climate Extremes Promote Fatal Co-Infections during Canine Distemper Epidemics in African Lions",0,0,1
"10.1371/journal.pone.0002546",06/25/08,2008,"PLoS ONE","RA","Association between LTA, TNF and AGER Polymorphisms and Late Diabetic Complications",0,0,1
"10.1371/journal.pone.0002547",06/25/08,2008,"PLoS ONE","RA","A Vaccine against Nicotine for Smoking Cessation: A Randomized Controlled Trial",2,0,6
"10.1371/journal.pone.0002548",07/02/08,2008,"PLoS ONE","RA","Novel MicroRNA Candidates and miRNA-mRNA Pairs in Embryonic Stem (ES) Cells",0,0,2
"10.1371/journal.pone.0002549",07/02/08,2008,"PLoS ONE","RA","A Microsatellite Guided Insight into the Genetic Status of Adi, an Isolated Hunting-Gathering Tribe of Northeast India",0,0,0
"10.1371/journal.pone.0002550",06/25/08,2008,"PLoS ONE","RA","Enhanced Caenorhabditis elegans Locomotion in a Structured Microfluidic Environment",0,0,2
"10.1371/journal.pone.0002551",07/02/08,2008,"PLoS ONE","RA","Population Substructure and Control Selection in Genome-Wide Association Studies",5,2,8
"10.1371/journal.pone.0002552",06/25/08,2008,"PLoS ONE","RA","Inverse Correlation of Population Similarity and Introduction Date for Invasive Ascidians",0,0,0
"10.1371/journal.pone.0002553",07/02/08,2008,"PLoS ONE","RA","Sex-Specific Expression of the X-Linked Histone Demethylase Gene Jarid1c in Brain",2,1,4
"10.1371/journal.pone.0002554",07/02/08,2008,"PLoS ONE","RA","A Comparison of Wood Density between Classical Cremonese and Modern Violins",1,1,1
"10.1371/journal.pone.0002555",07/02/08,2008,"PLoS ONE","RA","RelB-Dependent Stromal Cells Promote T-Cell Leukemogenesis",0,0,2
"10.1371/journal.pone.0002556",07/02/08,2008,"PLoS ONE","RA","Polarized Growth in the Absence of F-Actin in Saccharomyces cerevisiae Exiting Quiescence",0,1,0
"10.1371/journal.pone.0002557",07/02/08,2008,"PLoS ONE","RA","Aberrant Expression of Oncogenic and Tumor-Suppressive MicroRNAs in Cervical Cancer Is Required for Cancer Cell Growth",5,3,11
"10.1371/journal.pone.0002558",07/02/08,2008,"PLoS ONE","RA","Potentiation of Nerve Growth Factor-Induced Neurite Outgrowth by Fluvoxamine: Role of Sigma-1 Receptors, IP3 Receptors and Cellular Signaling Pathways",0,0,1
"10.1371/journal.pone.0002559",07/02/08,2008,"PLoS ONE","RA","Cerebrospinal Fluid B Cells Correlate with Early Brain Inflammation in Multiple Sclerosis",2,0,3
"10.1371/journal.pone.0002560",07/02/08,2008,"PLoS ONE","RA","The Complement Anaphylatoxin C5a Induces Apoptosis in Adrenomedullary Cells during Experimental Sepsis",2,1,4
"10.1371/journal.pone.0002561",07/02/08,2008,"PLoS ONE","RA","Knee Arthroplasty: Disabilities in Comparison to the General Population and to Hip Arthroplasty Using a French National Longitudinal Survey",0,0,0
"10.1371/journal.pone.0002562",07/02/08,2008,"PLoS ONE","RA","Defining Human Embryo Phenotypes by Cohort-Specific Prognostic Factors",2,0,1
"10.1371/journal.pone.0002563",06/25/08,2008,"PLoS ONE","RA","Mesenchymal Stem Cells in Early Entry of Breast Cancer into Bone Marrow",4,1,1
"10.1371/journal.pone.0002564",06/25/08,2008,"PLoS ONE","RA","Inequalities in Oral Health for Children with Disabilities: A French National Survey in Special Schools",0,0,0
"10.1371/journal.pone.0002565",07/02/08,2008,"PLoS ONE","RA","A Randomized Controlled Phase IIb Trial of Antigen-Antibody Immunogenic Complex Therapeutic Vaccine in Chronic Hepatitis B Patients",1,0,2
"10.1371/journal.pone.0002566",07/02/08,2008,"PLoS ONE","RA","An Automated Phylogenetic Tree-Based Small Subunit rRNA Taxonomy and Alignment Pipeline (STAP)",0,0,1
"10.1371/journal.pone.0002567",07/02/08,2008,"PLoS ONE","RA","A Common Genomic Framework for a Diverse Assembly of Plasmids in the Symbiotic Nitrogen Fixing Bacteria",2,0,1
"10.1371/journal.pone.0002568",07/02/08,2008,"PLoS ONE","RA","Broccoli Consumption Interacts with GSTM1 to Perturb Oncogenic Signalling Pathways in the Prostate",4,1,4
"10.1371/journal.pone.0002569",07/02/08,2008,"PLoS ONE","RA","FUS-DDIT3 Prevents the Development of Adipocytic Precursors in Liposarcoma by Repressing PPAR? and C/EBP? and Activating eIF4E",0,0,1
"10.1371/journal.pone.0002570",07/02/08,2008,"PLoS ONE","RA","Trait-Like Brain Activity during Adolescence Predicts Anxious Temperament in Primates",2,0,3
"10.1371/journal.pone.0002571",07/02/08,2008,"PLoS ONE","RA","In-Cell Biochemistry Using NMR Spectroscopy",0,0,3
"10.1371/journal.pone.0002572",07/02/08,2008,"PLoS ONE","RA","A Role for Polyploidy in the Tumorigenicity of Pim-1-Expressing Human Prostate and Mammary Epithelial Cells",2,0,1
"10.1371/journal.pone.0002573",07/02/08,2008,"PLoS ONE","RA","An Accurate Definition of the Status of Inactive Hepatitis B Virus Carrier by a Combination of Biomarkers (FibroTest-ActiTest) and Viral Load",3,2,10
"10.1371/journal.pone.0002574",07/02/08,2008,"PLoS ONE","RA","Baseline Levels of Influenza-Specific CD4 Memory T-Cells Affect T-Cell Responses to Influenza Vaccines",1,0,0
"10.1371/journal.pone.0002575",07/02/08,2008,"PLoS ONE","RA","Impaired Spatial Learning Strategies and Novel Object Recognition in Mice Haploinsufficient for the Dual Specificity Tyrosine-Regulated Kinase-1A (Dyrk1A)",1,0,1
"10.1371/journal.pone.0002576",07/02/08,2008,"PLoS ONE","RA","Genomic Counter-Stress Changes Induced by the Relaxation Response",1,1,2
"10.1371/journal.pone.0002577",07/09/08,2008,"PLoS ONE","RA","A Visual Metaphor Describing Neural Dynamics in Schizophrenia",0,0,0
"10.1371/journal.pone.0002578",07/02/08,2008,"PLoS ONE","RA","IGF-1, IGFBP-1, and IGFBP-3 Polymorphisms Predict Circulating IGF Levels but Not Breast Cancer Risk: Findings from the Breast and Prostate Cancer Cohort Consortium (BPC3)",2,1,3
"10.1371/journal.pone.0002579",07/02/08,2008,"PLoS ONE","RA","Children's Perceptions of Rainforest Biodiversity: Which Animals Have the Lion's Share of Environmental Awareness?",0,0,0
"10.1371/journal.pone.0002580",07/02/08,2008,"PLoS ONE","RA","Characterization of a Peptide Domain within the GB Virus C NS5A Phosphoprotein that Inhibits HIV Replication",0,0,0
"10.1371/journal.pone.0002581",07/09/08,2008,"PLoS ONE","RA","Superfast Vocal Muscles Control Song Production in Songbirds",0,0,1
"10.1371/journal.pone.0002582",07/09/08,2008,"PLoS ONE","RA","RickA Expression Is Not Sufficient to Promote Actin-Based Motility of Rickettsia raoultii",1,0,1
"10.1371/journal.pone.0002583",07/09/08,2008,"PLoS ONE","RA","Nonsense-Mediated mRNA Decay Impacts MSI-Driven Carcinogenesis and Anti-Tumor Immunity in Colorectal Cancers",1,0,0
"10.1371/journal.pone.0002584",07/09/08,2008,"PLoS ONE","RA","The Pleiotropic Effects of Simvastatin on Retinal Microvascular Endothelium Has Important Implications for Ischaemic Retinopathies",1,0,1
"10.1371/journal.pone.0002585",07/09/08,2008,"PLoS ONE","RA","Ubiquitination Is Required for Effective Replication of Coxsackievirus B3",1,0,2
"10.1371/journal.pone.0002586",07/02/08,2008,"PLoS ONE","RA","Avoiding Costly Conservation Mistakes: The Importance of Defining Actions and Costs in Spatial Priority Setting",2,0,5
"10.1371/journal.pone.0002587",07/02/08,2008,"PLoS ONE","RA","Chloroquine Mediated Modulation of Anopheles gambiae Gene Expression",0,0,0
"10.1371/journal.pone.0002588",07/02/08,2008,"PLoS ONE","RA","Intestinal Bacteria Condition Dendritic Cells to Promote IgA Production",2,0,3
"10.1371/journal.pone.0002589",07/02/08,2008,"PLoS ONE","RA","Transcriptional Responses of Arabidopsis thaliana during Wilt Disease Caused by the Soil-Borne Phytopathogenic Bacterium, Ralstonia solanacearum",2,0,4
"10.1371/journal.pone.0002590",07/02/08,2008,"PLoS ONE","RA","Preferred Spatial Frequencies for Human Face Processing Are Associated with Optimal Class Discrimination in the Machine",0,1,0
"10.1371/journal.pone.0002591",07/02/08,2008,"PLoS ONE","RA","Simplifying Consent for HIV Testing Is Associated with an Increase in HIV Testing and Case Detection in Highest Risk Groups, San Francisco January 2003?June 2007",1,1,1
"10.1371/journal.pone.0002592",07/02/08,2008,"PLoS ONE","RA","Mating with Stressed Males Increases the Fitness of Ant Queens",0,0,0
"10.1371/journal.pone.0002593",07/02/08,2008,"PLoS ONE","RA","Systemic Complement Activation in Age-Related Macular Degeneration",4,0,8
"10.1371/journal.pone.0002594",07/09/08,2008,"PLoS ONE","RA","Human AQP5 Plays a Role in the Progression of Chronic Myelogenous Leukemia (CML)",0,0,0
"10.1371/journal.pone.0002595",07/09/08,2008,"PLoS ONE","RA","Prenatal Activation of Microglia Induces Delayed Impairment of Glutamatergic Synaptic Function",0,0,1
"10.1371/journal.pone.0002596",07/09/08,2008,"PLoS ONE","RA","Identification of a Common Gene Expression Response in Different Lung Inflammatory Diseases in Rodents and Macaques",0,1,2
"10.1371/journal.pone.0002597",07/09/08,2008,"PLoS ONE","RA","Can Machines Think? Interaction and Perspective Taking with Robots Investigated via fMRI",0,2,4
"10.1371/journal.pone.0002598",07/09/08,2008,"PLoS ONE","RA","Lifespan Mental Activity Predicts Diminished Rate of Hippocampal Atrophy",1,0,1
"10.1371/journal.pone.0002599",07/09/08,2008,"PLoS ONE","RA","Increased Level of Extracellular ATP at Tumor Sites: In Vivo Imaging with Plasma Membrane Luciferase",2,2,3
"10.1371/journal.pone.0002600",07/02/08,2008,"PLoS ONE","RA","Binding to the Minor Groove of the Double-Strand, Tau Protein Prevents DNA from Damage by Peroxidation",1,0,1
"10.1371/journal.pone.0002601",07/02/08,2008,"PLoS ONE","RA","Maternal Feeding Controls Fetal Biological Clock",1,1,3
"10.1371/journal.pone.0002602",07/02/08,2008,"PLoS ONE","RA","The Efficacy of Generating Three Independent Anti-HIV-1 siRNAs from a Single U6 RNA Pol III-Expressed Long Hairpin RNA",1,0,2
"10.1371/journal.pone.0002603",07/02/08,2008,"PLoS ONE","RA","Expulsion of Symbiotic Algae during Feeding by the Green Hydra ? a Mechanism for Regulating Symbiont Density?",0,0,0
"10.1371/journal.pone.0002604",07/02/08,2008,"PLoS ONE","RA","Destabilization of the Dystrophin-Glycoprotein Complex without Functional Deficits in ?-Dystrobrevin Null Muscle",1,0,1
"10.1371/journal.pone.0002605",07/02/08,2008,"PLoS ONE","RA","CyclinPred: A SVM-Based Method for Predicting Cyclin Protein Sequences",0,0,0
"10.1371/journal.pone.0002606",07/02/08,2008,"PLoS ONE","RA","Effective, Robust Design of Community Mitigation for Pandemic Influenza: A Systematic Examination of Proposed US Guidance",1,1,1
"10.1371/journal.pone.0002607",07/09/08,2008,"PLoS ONE","RA","A Molecular Study of Microbe Transfer between Distant Environments",0,1,1
"10.1371/journal.pone.0002608",07/09/08,2008,"PLoS ONE","RA","Both Functional LT? Receptor and TNF Receptor 2 Are Required for the Development of Experimental Cerebral Malaria",0,0,1
"10.1371/journal.pone.0002609",07/09/08,2008,"PLoS ONE","RA","Transcriptome Alteration in the Diabetic Heart by Rosiglitazone: Implications for Cardiovascular Mortality",0,0,0
"10.1371/journal.pone.0002610",07/09/08,2008,"PLoS ONE","RA","Hedonic Taste in Drosophila Revealed by Olfactory Receptors Expressed in Taste Neurons",0,0,1
"10.1371/journal.pone.0002611",07/02/08,2008,"PLoS ONE","RA","Periodontal Tissue Regeneration Using Fibroblast Growth Factor -2: Randomized Controlled Phase II Clinical Trial",4,0,2
"10.1371/journal.pone.0002612",07/02/08,2008,"PLoS ONE","RA","Caveolin-1 Influences Vascular Protease Activity and Is a Potential Stabilizing Factor in Human Atherosclerotic Disease",1,0,3
"10.1371/journal.pone.0002613",07/02/08,2008,"PLoS ONE","RA","Human-Mediated Emergence as a Weed and Invasive Radiation in the Wild of the CD Genome Allotetraploid Rice Species (Oryza, Poaceae) in the Neotropics",0,0,0
