"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total Citations","Days Old","Citations Per Day"
11/14/08,2008,"PLoS Genetics","RA","CTCF cis-Regulates Trinucleotide Repeat Instability in an Epigenetic Manner: A Novel Basis for Mutational Hot Spot Determination",0,1,4,5,"339.47",0.01
04/30/08,2008,"PLoS ONE","RA","Dental Microwear and Diet of the Plio-Pleistocene Hominin Paranthropus boisei",4,0,1,5,"537.47",0.01
10/20/06,2006,"PLoS Computational Biology","RA","The Transcriptional Regulator CBP Has Defined Spatial Associations within Interphase Nuclei",3,0,2,5,"1095.47",0
09/19/07,2007,"PLoS ONE","RA","Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape",2,0,3,5,"761.47",0.01
08/04/06,2006,"PLoS Genetics","RA","Matrilineal Fertility Inheritance Detected in Hunterâ€“Gatherer Populations Using the Imbalance of Gene Genealogies",1,2,2,5,"1172.47",0
10/31/08,2008,"PLoS Genetics","RA","Genetic and Linguistic Coevolution in Northern Island Melanesia",3,0,2,5,"353.47",0.01
10/03/08,2008,"PLoS Pathogens","RA","Signal Peptide-Dependent Inhibition of MHC Class I Heavy Chain Translation by Rhesus Cytomegalovirus",1,2,2,5,"381.47",0.01
08/22/06,2006,"PLoS Medicine","non RA","Is the Current Management of Severe Sepsis and Septic Shock Really Evidence Based?",2,0,3,5,"1154.47",0
05/09/07,2007,"PLoS ONE","RA","Whole Cell Cryo-Electron Tomography Reveals Distinct Disassembly Intermediates of Vaccinia Virus",2,1,2,5,"894.47",0.01
01/06/09,2009,"PLoS Medicine","non RA","Time To Move from Presumptive Malaria Treatment to Laboratory-Confirmed Diagnosis and Treatment in African Children with Fever",1,2,2,5,"286.47",0.02
12/16/08,2008,"PLoS Biology","RA","Root System Architecture from Coupling Cell Shape to Auxin Transport",2,1,2,5,"307.47",0.02
10/26/07,2007,"PLoS Pathogens","RA","Contrasting Infection Strategies in Generalist and Specialist Wasp Parasitoids of Drosophila melanogaster",0,1,4,5,"724.47",0.01
01/25/05,2005,"PLoS Medicine","non RA","Painful Horner Syndrome as a Harbinger of Silent Carotid Dissection",3,1,1,5,"1728.47",0
08/29/08,2008,"PLoS Genetics","RA","A Catalog of Neutral and Deleterious Polymorphism in Yeast",1,2,2,5,"416.47",0.01
05/21/08,2008,"PLoS ONE","RA","Comparing the Processing of Music and Language Meaning Using EEG and fMRI Provides Evidence for Similar and Distinct Neural Representations",2,0,3,5,"516.47",0.01
08/22/07,2007,"PLoS ONE","RA","Yersinia pestis Evolution on a Small Timescale: Comparison of Whole Genome Sequences from North America",2,1,2,5,"789.47",0.01
08/12/08,2008,"PLoS Biology","RA","Stimulus Coding Rules for Perceptual Learning",0,2,3,5,"433.47",0.01
09/12/07,2007,"PLoS ONE","RA","The p53 Tumor Suppressor-Like Protein nvp63 Mediates Selective Germ Cell Death in the Sea Anemone Nematostella vectensis",1,2,2,5,"768.47",0.01
08/10/07,2007,"PLoS Genetics","RA","A Screen for Suppressors of Gross Chromosomal Rearrangements Identifies a Conserved Role for PLP in Preventing DNA Lesions",1,3,1,5,"801.47",0.01
11/30/07,2007,"PLoS Computational Biology","RA","Predicting Gene Expression from Sequence: A Reexamination",1,2,2,5,"689.47",0.01
05/21/08,2008,"PLoS ONE","RA","Adaptive Evolution and Functional Redesign of Core Metabolic Proteins in Snakes",2,0,3,5,"516.47",0.01
08/15/07,2007,"PLoS ONE","RA","A Randomised Placebo-Controlled Trial of a Traditional Chinese Herbal Formula in the Treatment of Primary Dysmenorrhoea",1,0,4,5,"796.47",0.01
05/28/08,2008,"PLoS ONE","RA","Life-Cycle and Genome of OtV5, a Large DNA Virus of the Pelagic Marine Unicellular Green Alga Ostreococcus tauri",3,1,1,5,"509.47",0.01
05/02/08,2008,"PLoS Pathogens","RA","A Novel Small Acid Soluble Protein Variant Is Important for Spore Resistance of Most Clostridium perfringens Food Poisoning Isolates",1,3,1,5,"535.47",0.01
04/28/06,2006,"PLoS Computational Biology","RA","SAGE2Splice: Unmapped SAGE Tags Reveal Novel Splice Junctions",0,3,2,5,"1270.47",0
01/02/08,2008,"PLoS ONE","RA","Variability and Action Mechanism of a Family of Anticomplement Proteins in Ixodes ricinus",0,3,2,5,"656.47",0.01
04/18/08,2008,"PLoS Pathogens","RA","DC-SIGN and CD150 Have Distinct Roles in Transmission of Measles Virus from Dendritic Cells to T-Lymphocytes",2,1,2,5,"549.47",0.01
03/25/08,2008,"PLoS Medicine","non RA","When Should Children with HIV Infection Be Started on Antiretroviral Therapy",3,1,1,5,"573.47",0.01
05/21/08,2008,"PLoS ONE","RA","Bottom-Up Assembly of Hydrogels from Bacteriophage and Au Nanoparticles: The Effect of Cis- and Trans-Acting Factors",2,0,3,5,"516.47",0.01
05/21/08,2008,"PLoS ONE","RA","Generation of a Novel Regulatory NK Cell Subset from Peripheral Blood CD34+ Progenitors Promoted by Membrane-Bound IL-15",1,0,4,5,"516.47",0.01
10/14/08,2008,"PLoS Medicine","RA","Vitamin K Supplementation in Postmenopausal Women with Osteopenia (ECKO Trial): A Randomized Controlled Trial",3,0,2,5,"370.47",0.01
08/29/07,2007,"PLoS ONE","RA","Locus-Specific Ribosomal RNA Gene Silencing in Nucleolar Dominance",1,2,2,5,"782.47",0.01
08/29/07,2007,"PLoS ONE","RA","Prevalence of Abnormal Radiological Findings in Health Care Workers with Latent Tuberculosis Infection and Correlations with T Cell Immune Response",2,1,2,5,"782.47",0.01
06/25/08,2008,"PLoS ONE","RA","Dopamine Agonist Increases Risk Taking but Blunts Reward-Related Brain Activity",3,1,1,5,"481.47",0.01
09/05/07,2007,"PLoS ONE","RA","Sp1 Expression Is Disrupted in Schizophrenia; A Possible Mechanism for the Abnormal Expression of Mitochondrial Complex I Genes, NDUFV1 and NDUFV2",2,2,1,5,"775.47",0.01
02/15/08,2008,"PLoS Computational Biology","RA","Stimulus Design for Model Selection and Validation in Cell Signaling",1,1,3,5,"612.47",0.01
02/21/07,2007,"PLoS ONE","RA","PathogenMip Assay: A Multiplex Pathogen Detection Assay",1,1,3,5,"971.47",0.01
12/09/08,2008,"PLoS Biology","RA","Microsporidia Are Natural Intracellular Parasites of the Nematode Caenorhabditis elegans",2,1,2,5,"314.47",0.02
06/20/07,2007,"PLoS ONE","RA","Assortative Mating between European Corn Borer Pheromone Races: Beyond Assortative Meeting",1,1,3,5,"852.47",0.01
05/14/08,2008,"PLoS ONE","RA","Hierarchical Effector Protein Transport by the Salmonella Typhimurium SPI-1 Type III Secretion System",0,2,3,5,"523.47",0.01
08/29/07,2007,"PLoS ONE","RA","Protection of Hepatocytes from Cytotoxic T Cell Mediated Killing by Interferon-Alpha",2,0,3,5,"782.47",0.01
02/08/08,2008,"PLoS Genetics","RA","Drosophila brca2 Is Required for Mitotic and Meiotic DNA Repair and Efficient Activation of the Meiotic Recombination Checkpoint",1,1,3,5,"619.47",0.01
06/22/07,2007,"PLoS Genetics","RA","Sensitivity of Yeast Strains with Long G-Tails to Levels of Telomere-Bound Telomerase",1,3,1,5,"850.47",0.01
02/27/09,2009,"PLoS ONE","RA","Genome-Wide and Candidate Gene Association Study of Cigarette Smoking Behaviors",5,0,0,5,"234.47",0.02
10/02/08,2008,"PLoS ONE","RA","Clathrin- and Caveolin-Independent Entry of Human Papillomavirus Type 16?Involvement of Tetraspanin-Enriched Microdomains (TEMs)",1,2,2,5,"382.47",0.01
09/02/08,2008,"PLoS Biology","RA","Hrs and SNX3 Functions in Sorting and Membrane Invagination within Multivesicular Bodies",1,2,2,5,"412.47",0.01
09/13/05,2005,"PLoS Medicine","RA","Predicting Cesarean Section and Uterine Rupture among Women Attempting Vaginal Birth after Prior Cesarean Section",3,1,1,5,"1497.47",0
10/03/08,2008,"PLoS Genetics","RA","Zebrafish eda and edar Mutants Reveal Conserved and Ancestral Roles of Ectodysplasin Signaling in Vertebrates",2,2,1,5,"381.47",0.01
10/13/03,2003,"PLoS Biology","non RA","PLoS Biology?We're Open",0,2,3,5,"2198.47",0
10/10/07,2007,"PLoS ONE","RA","Adaptive Evolution of a Stress Response Protein",2,1,2,5,"740.47",0.01
10/03/07,2007,"PLoS ONE","RA","Inflated Impact Factors? The True Impact of Evolutionary Papers in Non-Evolutionary Journals",0,2,3,5,"747.47",0.01
07/30/08,2008,"PLoS ONE","RA","Identify Alternative Splicing Events Based on Position-Specific Evolutionary Conservation",1,2,2,5,"446.47",0.01
02/29/08,2008,"PLoS Computational Biology","non RA","Comprehensive Analysis of Affymetrix Exon Arrays Using BioConductor",1,2,2,5,"598.47",0.01
01/09/09,2009,"PLoS Pathogens","RA","A Novel Co-Crystal Structure Affords the Design of Gain-of-Function Lentiviral Integrase Mutants in the Presence of Modified PSIP1/LEDGF/p75",2,2,1,5,"283.47",0.02
07/02/08,2008,"PLoS ONE","RA","Intestinal Bacteria Condition Dendritic Cells to Promote IgA Production",2,0,3,5,"474.47",0.01
11/07/08,2008,"PLoS Computational Biology","RA","Emergence of Functional Hierarchy in a Multiple Timescale Neural Network Model: A Humanoid Robot Experiment",1,2,2,5,"346.47",0.01
08/13/08,2008,"PLoS ONE","RA","Pre-Clinical Evaluation of a Novel Nanoemulsion-Based Hepatitis B Mucosal Vaccine",1,1,3,5,"432.47",0.01
08/13/08,2008,"PLoS ONE","RA","Extreme Clonality in Lymphoblastoid Cell Lines with Implications for Allele Specific Expression Analyses",3,0,2,5,"432.47",0.01
10/27/08,2008,"PLoS ONE","RA","Telomeric Expression Sites Are Highly Conserved in Trypanosoma brucei",3,0,2,5,"357.47",0.01
04/23/08,2008,"PLoS ONE","RA","The T7-Primer Is a Source of Experimental Bias and Introduces Variability between Microarray Platforms",3,1,1,5,"544.47",0.01
01/03/06,2006,"PLoS Medicine","RA","Exclusion and Inclusion of Nonwhite Ethnic Minority Groups in 72 North American and European Cardiovascular Cohort Studies",4,1,0,5,"1385.47",0
12/20/06,2006,"PLoS ONE","RA","Hyperhomocysteinemia and Mortality after Coronary Artery Bypass Grafting",2,0,3,5,"1034.47",0
03/14/08,2008,"PLoS Pathogens","RA","SNARE Protein Mimicry by an Intracellular Bacterium",0,1,4,5,"584.47",0.01
04/09/08,2008,"PLoS ONE","RA","The Homeodomain Derived Peptide Penetratin Induces Curvature of Fluid Membrane Domains",1,0,4,5,"558.47",0.01
02/07/07,2007,"PLoS ONE","RA","Early Respiratory Management of Respiratory Distress Syndrome in Very Preterm Infants and Bronchopulmonary Dysplasia: A Case-Control Study",2,0,3,5,"985.47",0.01
05/25/07,2007,"PLoS Pathogens","RA","Accumulation of Pathological Prion Protein PrPSc in the Skin of Animals with Experimental and Natural Scrapie",1,1,3,5,"878.47",0.01
04/11/06,2006,"PLoS Medicine","non RA","Awareness and Attitudes about Disease Mongering among Medical and Pharmaceutical Students",2,2,1,5,"1287.47",0
02/22/05,2005,"PLoS Medicine","non RA","Designing an Equitable Strategy for Allocating Antiretroviral Treatments",2,2,1,5,"1700.47",0
12/04/08,2008,"PLoS ONE","RA","Concordance in a World without a Gold Standard: A New Non-Invasive Methodology for Improving Accuracy of Fibrosis Markers",1,1,3,5,"319.47",0.02
12/05/08,2008,"PLoS Genetics","RA","Loss of Kindlin-1 Causes Skin Atrophy and Lethal Neonatal Intestinal Epithelial Dysfunction",5,0,0,5,"318.47",0.02
08/27/08,2008,"PLoS ONE","RA","Drug-Selected Human Lung Cancer Stem Cells: Cytokine Network, Tumorigenic and Metastatic Properties",1,1,3,5,"418.47",0.01
06/27/08,2008,"PLoS Computational Biology","RA","Regulation of Signal Duration and the Statistical Dynamics of Kinase Activation by Scaffold Proteins",1,2,2,5,"479.47",0.01
10/09/08,2008,"PLoS ONE","RA","Rapid Chromosome Evolution in Recently Formed Polyploids in Tragopogon (Asteraceae)",3,0,2,5,"375.47",0.01
10/09/08,2008,"PLoS ONE","RA","Hemispheric Specialization in Dogs for Processing Different Acoustic Stimuli",2,2,1,5,"375.47",0.01
04/09/08,2008,"PLoS ONE","RA","COPI Vesicle Transport Is a Common Requirement for Tube Expansion in Drosophila",2,1,2,5,"558.47",0.01
10/17/07,2007,"PLoS ONE","RA","Dynamic Surface Activity of a Fully Synthetic Phospholipase-Resistant Lipid/Peptide Lung Surfactant",1,0,4,5,"733.47",0.01
04/30/08,2008,"PLoS ONE","RA","In Silico and Biochemical Analysis of Physcomitrella patens Photosynthetic Antenna: Identification of Subunits which Evolved upon Land Adaptation",1,1,3,5,"537.47",0.01
01/26/07,2007,"PLoS Computational Biology","RA","Identification of Functional Subclasses in the DJ-1 Superfamily Proteins",2,0,3,5,"997.47",0.01
11/13/07,2007,"PLoS Biology","RA","Omnidirectional Sensory and Motor Volumes in Electric Fish",0,0,5,5,"706.47",0.01
02/22/05,2005,"PLoS Medicine","non RA","Teaching Health Workers Malaria Diagnosis",2,2,1,5,"1700.47",0
10/24/07,2007,"PLoS ONE","RA","Conformational Reorganization of the SARS Coronavirus Spike Following Receptor Binding: Implications for Membrane Fusion",0,2,3,5,"726.47",0.01
03/26/08,2008,"PLoS ONE","RA","The Efficacy of Tetracyclines in Peripheral and Intracerebral Prion Infection",1,0,4,5,"572.47",0.01
06/25/08,2008,"PLoS ONE","RA","Derivation of Chondrogenically-Committed Cells from Human Embryonic Cells for Cartilage Tissue Regeneration",2,1,2,5,"481.47",0.01
04/23/08,2008,"PLoS ONE","RA","Metabolic and Immune Activation Effects of Treatment Interruption in Chronic HIV-1 Infection: Implications for Cardiovascular Risk",2,0,3,5,"544.47",0.01
05/16/08,2008,"PLoS Computational Biology","RA","Sequence Similarity Network Reveals Common Ancestry of Multidomain Proteins",4,1,0,5,"521.47",0.01
12/31/08,2008,"PLoS ONE","RA","Opposing Effects of Sirtuins on Neuronal Survival: SIRT1-Mediated Neuroprotection Is Independent of Its Deacetylase Activity",2,0,3,5,"292.47",0.02
07/23/08,2008,"PLoS ONE","RA","Impairment of Adolescent Hippocampal Plasticity in a Mouse Model for Alzheimer's Disease Precedes Disease Phenotype",3,0,2,5,"453.47",0.01
01/29/08,2008,"PLoS Medicine","RA","IFN-? Mediates the Rejection of Haematopoietic Stem Cells in IFN-?R1-Deficient Hosts",3,0,2,5,"629.47",0.01
07/27/07,2007,"PLoS Genetics","RA","Complex Seizure Disorder Caused by Brunol4 Deficiency in Mice",2,2,1,5,"815.47",0.01
01/09/09,2009,"PLoS Genetics","RA","A Genome-Wide Association Study Identifies Novel and Functionally Related Susceptibility Loci for Kawasaki Disease",4,0,1,5,"283.47",0.02
02/26/08,2008,"PLoS Medicine","RA","The Fall and Rise of US Inequities in Premature Mortality: 1960?2002",1,1,3,5,"601.47",0.01
04/23/08,2008,"PLoS ONE","RA","Genetic Determination and Linkage Mapping of Plasmodium falciparum Malaria Related Traits in Senegal",1,2,2,5,"544.47",0.01
12/26/07,2007,"PLoS Neglected Tropical Diseases","non RA","The Global Burden of Disease Assessments?WHO Is Responsible?",0,2,3,5,"663.47",0.01
01/16/07,2007,"PLoS Medicine","non RA","Authors, Ghosts, Damned Lies, and Statisticians",1,2,1,4,"1007.47",0
09/23/08,2008,"PLoS Medicine","RA","Publication of Clinical Trials Supporting Successful New Drug Applications: A Literature Analysis",0,2,2,4,"391.47",0.01
07/18/07,2007,"PLoS ONE","RA","Problem-Based Versus Conventional Curricula: Influence on Knowledge and Attitudes of Medical Students Towards Health Research",0,1,3,4,"824.47",0
09/30/08,2008,"PLoS Medicine","non RA","Making Sense of Non-Financial Competing Interests",0,2,2,4,"384.47",0.01
07/19/05,2005,"PLoS Medicine","non RA","CD4 Measurements in Patients with HIV: Are They Feasible for Poor Settings?",0,1,3,4,"1553.47",0
04/23/08,2008,"PLoS Neglected Tropical Diseases","RA","Impact of Environment and Social Gradient on Leptospira Infection in Urban Slums",1,1,2,4,"544.47",0.01
07/30/08,2008,"PLoS ONE","RA","Poly A- Transcripts Expressed in HeLa Cells",1,0,3,4,"446.47",0.01
01/23/08,2008,"PLoS Neglected Tropical Diseases","RA","Strongyloides ratti: In Vitro and In Vivo Activity of Tribendimidine",0,0,4,4,"635.47",0.01
08/12/08,2008,"PLoS Medicine","non RA","Children Are Not Just Small Adults: The Urgent Need for High-Quality Trial Evidence in Children",2,0,2,4,"433.47",0.01
07/15/08,2008,"PLoS Medicine","RA","The Spectrum of Intermediate Syndrome Following Acute Organophosphate Poisoning: A Prospective Cohort Study from Sri Lanka",0,1,3,4,"461.47",0.01
08/21/07,2007,"PLoS Medicine","non RA","Improving Case Definitions for Severe Malaria",0,1,3,4,"790.47",0.01
03/28/08,2008,"PLoS Computational Biology","RA","Shaping Embodied Neural Networks for Adaptive Goal-directed Behavior",1,2,1,4,"570.47",0.01
09/12/08,2008,"PLoS Pathogens","RA","Interferon-Î» Contributes to Innate Immunity of Mice against Influenza A Virus but Not against Hepatotropic Viruses",1,0,3,4,"402.47",0.01
02/10/09,2009,"PLoS Neglected Tropical Diseases","RA","Invasive Snails and an Emerging Infectious Disease: Results from the First National Survey on Angiostrongylus cantonensis in China",1,1,2,4,"251.47",0.02
12/05/07,2007,"PLoS Neglected Tropical Diseases","RA","Community and School-Based Health Education for Dengue Control in Rural Cambodia: A Process Evaluation",0,1,3,4,"684.47",0.01
12/20/06,2006,"PLoS ONE","RA","The Release of Nitric Oxide from S-Nitrosothiols Promotes Angiogenesis",1,1,2,4,"1034.47",0
10/31/07,2007,"PLoS Neglected Tropical Diseases","RA","Perturbation of the Dimer Interface of Triosephosphate Isomerase and its Effect on Trypanosoma cruzi",2,0,2,4,"719.47",0.01
07/25/07,2007,"PLoS ONE","RA","Common HLA Alleles Associated with Health, but Not with Facial Attractiveness",1,1,2,4,"817.47",0
07/24/07,2007,"PLoS Medicine","non RA","The US Anti-Prostitution Pledge: First Amendment Challenges and Public Health Priorities",1,1,2,4,"818.47",0
03/11/08,2008,"PLoS Biology","RA","Phenotypic Mismatches Reveal Escape from Arms-Race Coevolution",3,0,1,4,"587.47",0.01
10/10/07,2007,"PLoS ONE","RA","An In Vitro Model for Lewy Body-Like Hyaline Inclusion/Astrocytic Hyaline Inclusion: Induction by ER Stress with an ALS-Linked SOD1 Mutation",1,0,3,4,"740.47",0.01
02/13/07,2007,"PLoS Medicine","RA","Rates of Latent Tuberculosis in Health Care Staff in Russia",1,1,2,4,"979.47",0
02/10/09,2009,"PLoS Neglected Tropical Diseases","RA","Reduction and Return of Infectious Trachoma in Severely Affected Communities in Ethiopia",0,2,2,4,"251.47",0.02
11/04/08,2008,"PLoS Medicine","RA","The Global Burden of Snakebite: A Literature Analysis and Modelling Based on Regional Estimates of Envenoming and Deaths",0,1,3,4,"349.47",0.01
01/16/08,2008,"PLoS Neglected Tropical Diseases","RA","An Oral Recombinant Vaccine in Dogs against Echinococcus granulosus, the Causative Agent of Human Hydatid Disease: A Pilot Study",0,0,4,4,"642.47",0.01
10/01/08,2008,"PLoS ONE","RA","PfRH5: A Novel Reticulocyte-Binding Family Homolog of Plasmodium falciparum that Binds to the Erythrocyte, and an Investigation of Its Receptor",0,0,4,4,"383.47",0.01
06/24/08,2008,"PLoS Medicine","RA","How Well Do Clinical Pain Assessment Tools Reflect Pain in Infants?",1,0,3,4,"482.47",0.01
10/17/08,2008,"PLoS Pathogens","RA","Pseudomonas aeruginosa Suppresses Host Immunity by Activating the DAF-2 Insulin-Like Signaling Pathway in Caenorhabditis elegans",2,0,2,4,"367.47",0.01
02/27/07,2007,"PLoS Medicine","non RA","PLoS Medicine's Advisory Group on Publication Ethics",1,3,0,4,"965.47",0
08/29/07,2007,"PLoS ONE","RA","Host Transcript Accumulation during Lytic KSHV Infection Reveals Several Classes of Host Responses",0,2,2,4,"782.47",0.01
08/12/08,2008,"PLoS Medicine","non RA","The Use of Nonhuman Primate Models in HIV Vaccine Development",2,0,2,4,"433.47",0.01
